User,dx,dy,Diversionx,Diversiony,type,distState,distArea,Month,Year,Additional_Note,Diversion,ConsumptiveUse
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,4,2016,Pumped from Reservoir,170171,1531539
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,4,2016,Pumped from Well,18548,166932
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,4,2016,Pumped from Reservoir,67606,608454
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,4,2016,Pumped from Well,72166,649494
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,4,2016,Pumped from Reservoir,138853,1249677
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,4,2016,Pumped from Well,103961,935649
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,4,2016,Pumped from Reservoir,106161,955449
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,4,2016,Pumped from Well,180852,1627668
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,4,2016,Pumped from Reservoir,85636,770724
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,4,2016,Pumped from Well,132627,1193643
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,4,2016,Pumped from Reservoir,87136,784224
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,4,2016,Pumped from Well,114774,1032966
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,4,2016,Pumped from Reservoir,144373,1299357
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,4,2016,Pumped from Well,131676,1185084
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,4,2016,Pumped from Reservoir,114016,1026144
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,5,2016,Pumped from Well,194552,1556416
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,5,2016,Pumped from Reservoir,42995,343960
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,5,2016,Pumped from Well,174037,1392296
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,5,2016,Pumped from Reservoir,33472,267776
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,5,2016,Pumped from Well,83023,664184
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,5,2016,Pumped from Reservoir,124193,993544
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,5,2016,Pumped from Well,28853,230824
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,5,2016,Pumped from Reservoir,192159,1537272
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,5,2016,Pumped from Well,90024,720192
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,5,2016,Pumped from Reservoir,165963,1327704
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,5,2016,Pumped from Well,165747,1325976
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,5,2016,Pumped from Reservoir,139431,1115448
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,5,2016,Pumped from Well,132556,1060448
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,5,2016,Pumped from Reservoir,95908,767264
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,5,2016,Pumped from Well,139046,1112368
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,5,2016,Pumped from Reservoir,53426,427408
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,5,2016,Pumped from Well,160260,1282080
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,5,2016,Pumped from Reservoir,122055,976440
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,5,2016,Pumped from Well,160106,1280848
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,5,2016,Pumped from Reservoir,122939,983512
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,5,2016,Pumped from Well,170604,1364832
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,5,2016,Pumped from Reservoir,153390,1227120
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,5,2016,Pumped from Well,48914,391312
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,6,2016,Pumped from Reservoir,192500,1347500
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,6,2016,Pumped from Well,12725,89075
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,6,2016,Pumped from Reservoir,62858,440006
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,6,2016,Pumped from Well,30736,215152
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,6,2016,Pumped from Reservoir,38610,270270
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,6,2016,Pumped from Well,14991,104937
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,6,2016,Pumped from Reservoir,140948,986636
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,6,2016,Pumped from Well,110329,772303
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,6,2016,Pumped from Reservoir,142568,997976
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,6,2016,Pumped from Well,194581,1362067
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,6,2016,Pumped from Reservoir,145648,1019536
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,6,2016,Pumped from Well,46881,328167
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,6,2016,Pumped from Reservoir,22348,156436
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,6,2016,Pumped from Well,103744,726208
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,6,2016,Pumped from Reservoir,91037,637259
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,6,2016,Pumped from Well,49291,345037
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,6,2016,Pumped from Reservoir,132465,927255
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,6,2016,Pumped from Well,108897,762279
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,6,2016,Pumped from Reservoir,91644,641508
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,6,2016,Pumped from Well,83137,581959
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,6,2016,Pumped from Reservoir,125372,877604
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,6,2016,Pumped from Well,109616,767312
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,6,2016,Pumped from Reservoir,145142,1015994
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,7,2016,Pumped from Well,19797,118782
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,7,2016,Pumped from Reservoir,131250,787500
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,7,2016,Pumped from Well,32380,194280
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,7,2016,Pumped from Reservoir,91382,548292
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,7,2016,Pumped from Well,106589,639534
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,7,2016,Pumped from Reservoir,145585,873510
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,7,2016,Pumped from Well,108819,652914
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,7,2016,Pumped from Reservoir,146595,879570
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,7,2016,Pumped from Well,139121,834726
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,7,2016,Pumped from Reservoir,99496,596976
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,7,2016,Pumped from Well,121001,726006
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,7,2016,Pumped from Reservoir,101780,610680
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,7,2016,Pumped from Well,61732,370392
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,7,2016,Pumped from Reservoir,137892,827352
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,7,2016,Pumped from Well,29558,177348
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,7,2016,Pumped from Reservoir,57452,344712
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,7,2016,Pumped from Well,54081,324486
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,7,2016,Pumped from Reservoir,101702,610212
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,7,2016,Pumped from Well,177687,1066122
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,7,2016,Pumped from Reservoir,193468,1160808
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,7,2016,Pumped from Well,109785,658710
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,7,2016,Pumped from Reservoir,70726,424356
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,7,2016,Pumped from Well,152814,916884
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,8,2016,Pumped from Reservoir,27908,139540
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,8,2016,Pumped from Well,180866,904330
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,8,2016,Pumped from Reservoir,48242,241210
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,8,2016,Pumped from Well,156050,780250
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,8,2016,Pumped from Reservoir,15622,78110
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,8,2016,Pumped from Well,135440,677200
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,8,2016,Pumped from Reservoir,185495,927475
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,8,2016,Pumped from Well,105790,528950
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,8,2016,Pumped from Reservoir,36239,181195
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,8,2016,Pumped from Well,194956,974780
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,8,2016,Pumped from Reservoir,140931,704655
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,8,2016,Pumped from Well,124449,622245
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,8,2016,Pumped from Reservoir,138557,692785
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,8,2016,Pumped from Well,83652,418260
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,8,2016,Pumped from Reservoir,41664,208320
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,8,2016,Pumped from Well,147520,737600
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,8,2016,Pumped from Reservoir,110469,552345
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,8,2016,Pumped from Well,28542,142710
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,8,2016,Pumped from Reservoir,119835,599175
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,8,2016,Pumped from Well,85340,426700
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,8,2016,Pumped from Reservoir,132848,664240
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,8,2016,Pumped from Well,184604,923020
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,8,2016,Pumped from Reservoir,106806,534030
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,9,2016,Pumped from Well,96180,384720
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,9,2016,Pumped from Reservoir,146530,586120
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,9,2016,Pumped from Well,169183,676732
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,9,2016,Pumped from Reservoir,140156,560624
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,9,2016,Pumped from Well,39950,159800
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,9,2016,Pumped from Reservoir,159033,636132
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,9,2016,Pumped from Well,52452,209808
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,9,2016,Pumped from Reservoir,154225,616900
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,9,2016,Pumped from Well,135486,541944
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,9,2016,Pumped from Reservoir,61237,244948
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,9,2016,Pumped from Well,58770,235080
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,9,2016,Pumped from Reservoir,24795,99180
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,9,2016,Pumped from Well,49354,197416
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,9,2016,Pumped from Reservoir,100397,401588
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,9,2016,Pumped from Well,123696,494784
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,9,2016,Pumped from Reservoir,124770,499080
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,9,2016,Pumped from Well,15967,63868
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,9,2016,Pumped from Reservoir,54447,217788
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,9,2016,Pumped from Well,184166,736664
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,9,2016,Pumped from Reservoir,113469,453876
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,9,2016,Pumped from Well,13996,55984
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,9,2016,Pumped from Reservoir,109625,438500
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,9,2016,Pumped from Well,33259,133036
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,10,2016,Pumped from Reservoir,71496,214488
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,10,2016,Pumped from Well,156638,469914
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,10,2016,Pumped from Reservoir,103281,309843
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,10,2016,Pumped from Well,94768,284304
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,10,2016,Pumped from Reservoir,160216,480648
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,10,2016,Pumped from Well,138008,414024
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,10,2016,Pumped from Reservoir,169789,509367
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,10,2016,Pumped from Well,69701,209103
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,10,2016,Pumped from Reservoir,136092,408276
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,10,2016,Pumped from Well,116979,350937
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,10,2016,Pumped from Reservoir,103489,310467
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,10,2016,Pumped from Well,112316,336948
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,10,2016,Pumped from Reservoir,58907,176721
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,10,2016,Pumped from Well,158904,476712
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,10,2016,Pumped from Reservoir,21621,64863
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,10,2016,Pumped from Well,138318,414954
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,10,2016,Pumped from Reservoir,25332,75996
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,10,2016,Pumped from Well,48518,145554
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,10,2016,Pumped from Reservoir,30531,91593
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,10,2016,Pumped from Well,121269,363807
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,10,2016,Pumped from Reservoir,76077,228231
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,10,2016,Pumped from Well,75628,226884
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,10,2016,Pumped from Reservoir,127428,382284
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,11,2016,Pumped from Well,29743,59486
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,11,2016,Pumped from Reservoir,29835,59670
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,11,2016,Pumped from Well,171292,342584
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,11,2016,Pumped from Reservoir,14738,29476
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,11,2016,Pumped from Well,55592,111184
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,11,2016,Pumped from Reservoir,15991,31982
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,11,2016,Pumped from Well,79016,158032
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,11,2016,Pumped from Reservoir,75513,151026
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,11,2016,Pumped from Well,30935,61870
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,11,2016,Pumped from Reservoir,152749,305498
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,11,2016,Pumped from Well,76920,153840
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,11,2016,Pumped from Reservoir,196761,393522
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,11,2016,Pumped from Well,127439,254878
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,11,2016,Pumped from Reservoir,156449,312898
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,11,2016,Pumped from Well,57762,115524
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,11,2016,Pumped from Reservoir,134245,268490
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,11,2016,Pumped from Well,194146,388292
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,11,2016,Pumped from Reservoir,57827,115654
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,11,2016,Pumped from Well,36915,73830
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,11,2016,Pumped from Reservoir,50826,101652
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,11,2016,Pumped from Well,53038,106076
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,11,2016,Pumped from Reservoir,129859,259718
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,11,2016,Pumped from Well,132612,265224
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,12,2016,Pumped from Reservoir,35613,35613
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,12,2016,Pumped from Well,198029,198029
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,12,2016,Pumped from Reservoir,42558,42558
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,12,2016,Pumped from Well,56121,56121
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,12,2016,Pumped from Reservoir,79094,79094
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,12,2016,Pumped from Well,171605,171605
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,12,2016,Pumped from Reservoir,37897,37897
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,12,2016,Pumped from Well,182633,182633
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,12,2016,Pumped from Reservoir,37157,37157
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,12,2016,Pumped from Well,92810,92810
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,12,2016,Pumped from Reservoir,55634,55634
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,12,2016,Pumped from Well,187177,187177
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,12,2016,Pumped from Reservoir,196189,196189
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,12,2016,Pumped from Well,122292,122292
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,12,2016,Pumped from Reservoir,162496,162496
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,12,2016,Pumped from Well,75724,75724
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,12,2016,Pumped from Reservoir,199075,199075
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,12,2016,Pumped from Well,174894,174894
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,12,2016,Pumped from Reservoir,124521,124521
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,12,2016,Pumped from Well,56316,56316
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,12,2016,Pumped from Reservoir,15920,15920
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,12,2016,Pumped from Well,64358,64358
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,12,2016,Pumped from Reservoir,181410,181410
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,1,2017,Pumped from Well,101888,1222656
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,1,2017,Pumped from Reservoir,19205,230460
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,1,2017,Pumped from Well,30879,370548
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,1,2017,Pumped from Reservoir,73423,881076
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,1,2017,Pumped from Well,108602,1303224
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,1,2017,Pumped from Reservoir,166006,1992072
